response,ArrivalDateYear,ArrivalDateMonth,StaysInWeekendNights,StaysInWeekNights,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,BookingChanges,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests
2,2015,October,0,1,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient,47,0,0
1,2016,July,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,171,1,1
2,2016,August,1,0,Online TA,TA/TO,0,0,0,C,0,241,NA,0,Transient,165.55,0,0
1,2016,July,2,5,Offline TA/TO,TA/TO,0,0,0,E,0,8,NA,0,Transient,95.86,0,0
1,2015,October,1,2,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,63.33,0,1
1,2015,October,1,3,Groups,Corporate,0,0,0,A,0,NA,223,0,Transient-Party,44.5,0,0
2,2015,October,4,8,Groups,TA/TO,0,0,0,A,0,15,NA,0,Transient,44.5,0,0
1,2015,August,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,172,0,2
1,2016,July,2,7,Online TA,TA/TO,0,0,0,D,1,240,NA,0,Transient,218.11,0,2
1,2015,October,2,6,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,67.25,0,2
1,2016,March,2,5,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,49.74,0,1
1,2015,December,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,43,0,0
1,2016,March,0,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,76.75,0,0
1,2015,September,2,8,Offline TA/TO,TA/TO,0,0,0,A,0,243,NA,0,Contract,37.73,0,0
1,2016,October,2,4,Direct,Direct,0,0,0,G,1,250,NA,0,Transient,139.05,0,0
2,2016,August,2,6,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,189,0,0
1,2015,September,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,147,NA,0,Transient,60.51,0,0
1,2016,March,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,0
1,2015,July,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,196,NA,0,Transient,133,0,1
2,2016,June,2,8,Offline TA/TO,TA/TO,0,0,0,A,0,40,NA,0,Contract,48.88,0,0
2,2016,September,0,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,149,0,0
1,2016,June,2,7,Offline TA/TO,TA/TO,0,0,0,E,1,40,NA,0,Transient,106.5,0,0
1,2015,November,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,46,1,2
1,2016,November,0,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,68.47,1,2
2,2016,October,0,4,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,58,0,2
1,2016,August,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,243,NA,0,Contract,116.1,0,0
1,2015,October,0,5,Offline TA/TO,TA/TO,0,0,0,A,0,314,NA,0,Contract,67.15,0,1
1,2016,June,0,1,Direct,Direct,0,0,3,A,0,NA,NA,0,Transient,95,0,0
1,2015,July,2,4,Offline TA/TO,TA/TO,0,0,0,E,0,5,NA,0,Transient,131.2,0,1
1,2015,July,3,5,Offline TA/TO,TA/TO,0,0,0,E,0,156,NA,0,Contract,112.63,0,0
1,2016,April,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,65,0,1
1,2016,May,1,0,Groups,TA/TO,0,0,0,A,0,NA,NA,0,Group,70,0,0
2,2015,July,2,3,Direct,Direct,0,2,0,A,0,250,NA,0,Transient-Party,99.7,0,1
2,2015,August,2,1,Offline TA/TO,TA/TO,0,0,0,A,0,175,NA,0,Transient-Party,118.06,0,0
1,2016,May,0,2,Groups,TA/TO,0,0,0,A,0,248,NA,0,Transient-Party,46,0,0
1,2015,October,2,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,63.47,0,1
2,2015,August,1,5,Online TA,TA/TO,0,1,0,G,0,240,NA,0,Transient,244,0,0
2,2015,December,1,1,Groups,TA/TO,0,0,0,A,0,155,NA,0,Transient-Party,64,0,0
1,2015,July,3,5,Offline TA/TO,TA/TO,0,0,0,A,0,8,NA,0,Contract,96.3,0,0
2,2016,March,2,5,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,37.54,0,0
2,2016,May,1,1,Groups,TA/TO,0,0,0,A,0,298,NA,0,Transient-Party,85,0,0
1,2016,January,1,0,Corporate,Corporate,0,0,0,A,0,NA,108,0,Transient,30,0,0
2,2015,December,0,1,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient,80,0,0
2,2016,February,0,2,Groups,TA/TO,0,0,0,A,0,332,NA,0,Transient-Party,50,0,0
1,2016,April,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,56,0,0
1,2015,August,3,6,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,158.33,0,1
2,2016,July,1,3,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,219,0,0
1,2016,July,1,3,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient-Party,259,0,0
2,2015,August,0,3,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,178.33,0,2
1,2015,November,1,4,Direct,Direct,0,0,0,F,0,NA,NA,0,Transient,68,0,0
1,2016,November,0,2,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient-Party,34,0,0
2,2016,November,2,1,Groups,TA/TO,0,0,0,A,0,11,NA,0,Transient,30,0,0
2,2016,August,1,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,151,0,0
1,2016,March,0,0,Offline TA/TO,TA/TO,1,0,0,A,0,171,NA,0,Transient,0,0,0
1,2016,November,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,43,0,0
1,2016,February,1,2,Corporate,Corporate,0,0,1,A,0,NA,47,0,Transient,30,0,0
1,2016,October,2,3,Groups,TA/TO,0,0,0,D,1,91,NA,0,Transient-Party,53.1,0,0
2,2016,November,0,2,Groups,TA/TO,0,0,0,A,1,248,NA,0,Transient,46,0,0
1,2016,August,0,1,Direct,Direct,0,0,0,E,0,250,NA,0,Transient,181,0,0
1,2015,October,2,7,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,47.46,0,0
1,2016,February,0,1,Direct,Direct,0,0,2,A,0,NA,NA,0,Transient,55,0,1
1,2015,July,2,4,Offline TA/TO,TA/TO,0,0,0,A,0,242,NA,0,Transient,148.16,0,2
2,2016,October,0,5,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,166,0,0
1,2016,December,1,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,44,0,0
1,2016,April,0,3,Groups,TA/TO,0,0,0,A,0,67,NA,0,Transient-Party,68,0,0
1,2015,September,2,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,121.5,1,1
2,2016,July,2,5,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,174,0,0
1,2015,November,0,4,Corporate,Corporate,0,0,0,A,0,NA,20,0,Transient-Party,42,0,0
2,2015,September,0,4,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,98,0,1
1,2016,November,1,5,Direct,Direct,0,0,0,E,1,250,NA,0,Transient,74.17,0,2
2,2015,November,5,11,Corporate,Corporate,0,0,0,A,0,281,NA,0,Transient-Party,40,0,0
1,2015,October,1,0,Offline TA/TO,TA/TO,0,0,0,A,0,146,NA,0,Transient-Party,37,0,0
2,2016,June,2,3,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,214,0,0
1,2015,December,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,175,NA,0,Transient,53.71,0,0
1,2016,October,1,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,70,0,1
1,2016,March,2,2,Offline TA/TO,TA/TO,0,0,0,D,1,36,NA,0,Transient,46.4,0,0
1,2016,June,2,2,Direct,Direct,0,0,0,G,1,250,NA,0,Transient,218.1,1,0
1,2016,March,0,1,Corporate,Corporate,0,0,5,A,0,NA,291,0,Transient,30,0,0
1,2015,December,2,1,Groups,TA/TO,0,0,0,A,0,38,NA,0,Transient-Party,68,0,0
1,2016,May,0,1,Direct,Direct,0,0,0,G,1,NA,NA,0,Transient,185,0,0
1,2015,July,0,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,154,0,2
1,2016,November,0,1,Offline TA/TO,TA/TO,0,0,0,D,0,251,NA,0,Transient-Party,42,0,1
1,2016,November,2,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,55.8,0,1
1,2016,April,0,3,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient-Party,46.98,0,2
1,2016,December,1,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,100.67,0,1
1,2016,February,0,1,Online TA,TA/TO,1,0,4,A,0,240,NA,0,Transient,43,0,1
2,2015,September,1,3,Direct,Direct,0,0,0,A,0,NA,NA,0,Group,0,0,0
1,2016,April,0,0,Offline TA/TO,TA/TO,0,0,0,A,1,26,NA,0,Transient,0,0,0
1,2016,June,2,5,Online TA,TA/TO,0,0,0,G,0,242,NA,0,Transient,121.5,0,1
2,2016,July,1,4,Online TA,TA/TO,0,0,0,A,3,240,NA,0,Transient,8,0,2
1,2015,October,4,10,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,45.9,0,1
1,2015,September,0,1,Online TA,TA/TO,0,0,0,E,1,240,NA,0,Transient,114,0,2
1,2015,December,0,4,Offline TA/TO,TA/TO,1,0,1,A,3,NA,NA,0,Transient,134.51,0,1
2,2016,February,2,1,Groups,Direct,0,0,0,D,0,NA,NA,0,Transient-Party,73.33,0,0
2,2016,May,2,2,Online TA,TA/TO,0,1,0,F,0,242,NA,0,Transient,88.2,0,0
2,2016,April,2,2,Groups,TA/TO,0,0,0,A,0,NA,NA,0,Transient,84,0,0
2,2016,September,1,3,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,189.25,0,1
2,2015,August,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,134,0,1
1,2016,February,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,65,0,2
1,2016,July,1,0,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient,141,1,0
1,2016,January,0,1,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,38,0,0
1,2015,September,2,8,Offline TA/TO,TA/TO,0,0,0,A,0,243,NA,0,Contract,51.75,0,0
1,2016,October,0,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,101,0,1
2,2016,July,1,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,226,0,0
1,2016,November,0,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,50,0,0
1,2015,July,1,4,Offline TA/TO,TA/TO,0,0,0,A,0,175,NA,0,Transient,131.4,0,1
2,2015,September,2,5,Groups,TA/TO,0,1,0,A,0,96,NA,0,Transient-Party,8,0,0
1,2016,May,1,1,Direct,Direct,0,0,0,H,0,NA,NA,0,Transient,135.6,1,0
2,2016,August,2,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,241,0,0
2,2015,December,0,1,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient,80,0,0
2,2016,October,0,2,Direct,Direct,0,0,0,A,1,NA,NA,0,Transient,36,0,0
1,2015,December,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,314,NA,0,Transient-Party,26,0,0
1,2016,June,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,158.33,1,0
1,2015,October,1,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,42.3,0,1
1,2016,August,2,5,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,308.57,1,2
1,2015,December,0,3,Groups,Direct,0,0,0,E,0,NA,NA,0,Transient-Party,245.33,0,0
2,2015,October,1,1,Offline TA/TO,TA/TO,0,0,0,A,0,175,NA,0,Transient,58,0,1
1,2016,April,1,1,Groups,TA/TO,0,0,0,A,0,298,NA,0,Transient-Party,85,0,0
1,2015,November,2,5,Corporate,Corporate,0,0,0,A,2,185,281,0,Transient-Party,36,0,0
1,2015,September,2,5,Direct,Direct,0,0,0,G,2,250,NA,0,Transient,150.71,1,0
1,2016,April,1,5,Online TA,TA/TO,0,0,0,H,1,240,NA,0,Transient,179.33,1,0
1,2016,May,2,2,Offline TA/TO,TA/TO,0,0,0,E,0,26,NA,0,Transient,66.8,0,0
1,2015,December,1,0,Offline TA/TO,TA/TO,0,0,0,A,0,3,NA,0,Transient,25,0,0
1,2015,October,0,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,89,0,2
1,2015,December,1,1,Offline TA/TO,TA/TO,0,0,0,E,0,314,NA,0,Transient,54.4,0,2
2,2016,October,2,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,70.75,0,0
1,2016,December,1,2,Groups,TA/TO,0,0,0,A,0,NA,308,0,Transient-Party,114,0,1
1,2016,October,0,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,131,1,1
1,2016,April,2,2,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,52.2,0,1
1,2016,April,0,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,91,1,1
1,2016,October,0,3,Groups,TA/TO,0,0,0,A,0,315,NA,0,Transient-Party,48,0,0
1,2015,December,0,3,Groups,Direct,1,0,1,G,0,NA,NA,0,Transient-Party,0,0,0
1,2016,May,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,243,NA,0,Contract,37.4,0,0
2,2015,November,0,2,Groups,TA/TO,0,0,0,A,0,38,NA,0,Transient-Party,64,0,0
2,2016,June,4,6,Online TA,TA/TO,0,0,0,G,1,240,NA,0,Transient,121.5,0,1
1,2015,November,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,177,NA,0,Transient,29,0,1
1,2015,September,4,7,Offline TA/TO,TA/TO,0,0,0,A,0,142,NA,0,Group,53.1,0,2
1,2016,December,0,1,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,169,0,1
1,2016,November,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,60,0,0
1,2015,July,1,0,Online TA,TA/TO,0,0,0,A,0,184,NA,0,Transient,101,1,0
1,2016,January,2,3,Offline TA/TO,TA/TO,0,0,0,A,0,314,NA,0,Transient,29,0,0
2,2016,October,1,2,Online TA,TA/TO,0,0,0,G,1,240,NA,0,Transient,169,0,0
1,2016,July,0,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,0,0,0
2,2015,September,2,5,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,153,0,0
2,2016,June,2,2,Groups,TA/TO,0,0,0,A,0,NA,NA,0,Transient,110,0,0
1,2016,August,0,1,Corporate,Corporate,0,0,0,A,0,NA,42,0,Transient,138,1,0
1,2016,October,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,314,NA,0,Transient,58.8,1,0
1,2016,April,2,5,Groups,Direct,0,0,0,E,0,273,NA,0,Transient-Party,80.81,0,0
1,2016,January,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,0
1,2016,August,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,199,0,1
1,2015,August,2,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,173,0,0
1,2016,June,0,2,Online TA,TA/TO,0,0,0,F,0,NA,NA,0,Transient,143.1,0,1
1,2015,September,2,4,Direct,Direct,0,0,0,A,2,NA,NA,0,Transient,85,1,2
1,2016,April,2,6,Offline TA/TO,TA/TO,0,0,0,A,1,6,NA,0,Transient,50.15,0,0
2,2016,October,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,38,0,1
2,2016,May,3,8,Offline TA/TO,TA/TO,0,0,0,E,0,96,NA,0,Transient-Party,60.3,0,1
2,2015,July,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,120.6,0,0
1,2016,February,0,1,Offline TA/TO,TA/TO,1,0,2,A,0,146,NA,0,Transient,31,1,0
1,2015,October,1,3,Corporate,Corporate,0,0,0,A,0,NA,174,0,Transient-Party,109,0,0
1,2015,August,2,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,172,0,0
1,2016,January,0,1,Online TA,TA/TO,1,0,1,A,0,240,NA,0,Transient,48,0,2
1,2016,October,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,86,1,0
1,2016,November,1,0,Corporate,Corporate,0,0,0,A,0,NA,428,0,Transient,30,0,0
2,2016,April,2,5,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,136,0,1
1,2016,July,4,10,Offline TA/TO,TA/TO,0,0,0,A,1,40,NA,0,Contract,59.8,0,0
1,2015,July,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,106.5,0,1
1,2015,July,2,5,Offline TA/TO,TA/TO,0,0,0,E,1,143,NA,0,Contract,134.73,0,2
1,2016,October,2,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,95,1,1
1,2016,September,0,3,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,189,0,0
2,2015,July,1,1,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,153,0,1
1,2015,August,1,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,153,0,0
1,2015,September,2,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,99,0,2
1,2015,September,1,1,Groups,TA/TO,0,0,0,A,0,68,NA,0,Transient-Party,80,0,0
1,2016,November,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,70,0,1
1,2016,July,2,4,Offline TA/TO,TA/TO,0,0,0,A,1,314,NA,0,Transient-Party,126.8,0,2
2,2016,June,1,2,Groups,TA/TO,0,0,0,A,0,248,NA,0,Transient,97.3,0,0
1,2016,May,1,5,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,50.36,0,1
1,2016,March,0,2,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,56,1,0
1,2016,January,1,2,Offline TA/TO,TA/TO,0,0,0,A,0,314,NA,0,Transient,29,0,0
1,2016,January,0,1,Online TA,TA/TO,0,0,0,A,0,184,NA,0,Transient,37,0,0
1,2016,February,0,1,Direct,Direct,0,0,0,A,1,NA,NA,0,Transient,40,0,0
1,2015,August,1,3,Offline TA/TO,TA/TO,0,0,0,A,0,142,NA,0,Transient,141.4,0,0
1,2016,June,4,10,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,138,1,0
1,2016,December,1,5,Online TA,TA/TO,0,0,0,G,0,241,NA,0,Transient,79.97,0,1
2,2016,July,2,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,126,0,1
1,2015,October,1,0,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,66,0,0
2,2016,May,2,3,Online TA,TA/TO,0,0,0,E,0,242,NA,0,Transient,95,0,0
2,2015,October,2,5,Groups,TA/TO,0,1,0,A,0,142,NA,0,Transient-Party,63.4,0,0
1,2016,August,2,3,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,189,0,1
1,2016,September,1,0,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient,181,1,2
2,2016,March,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,37.54,0,1
1,2016,December,0,1,Direct,Direct,0,0,0,E,1,NA,NA,0,Transient,44,0,1
2,2016,August,2,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,231,0,0
2,2016,March,0,3,Groups,TA/TO,0,0,0,A,1,115,NA,0,Transient-Party,59,0,0
2,2016,May,0,1,Direct,Direct,0,0,0,A,1,405,405,0,Transient-Party,70,0,0
2,2015,September,0,3,Groups,Corporate,0,1,0,A,0,NA,223,0,Transient,33.3,0,0
1,2015,September,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,131,1,2
2,2015,December,2,1,Online TA,TA/TO,0,1,0,D,0,240,NA,0,Transient,54.4,0,0
1,2016,September,0,4,Groups,TA/TO,0,0,0,A,0,201,NA,0,Transient-Party,61.4,0,0
2,2016,February,1,3,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,87,0,1
2,2016,January,2,5,Online TA,TA/TO,0,0,0,F,0,242,NA,0,Transient,88.2,0,1
2,2016,March,4,13,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,69.76,0,1
2,2016,February,2,0,Groups,TA/TO,1,1,0,A,0,67,NA,0,Transient-Party,86,0,0
1,2015,August,4,10,Offline TA/TO,TA/TO,0,0,0,D,0,36,NA,0,Transient,110.88,0,0
2,2016,June,3,9,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,91.5,0,0
1,2016,August,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,195.67,0,1
1,2016,February,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,60,0,2
1,2016,July,2,4,Offline TA/TO,TA/TO,0,0,0,A,1,314,NA,0,Transient-Party,126.8,1,2
1,2015,October,2,5,Online TA,TA/TO,0,0,0,E,1,241,NA,0,Transient,76.12,0,0
1,2016,September,2,3,Online TA,TA/TO,0,0,0,A,4,240,NA,0,Transient,113.8,0,3
1,2016,October,2,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,69,0,3
1,2016,May,2,6,Offline TA/TO,TA/TO,0,0,0,A,0,171,NA,0,Transient,41.4,0,0
1,2016,May,2,5,Groups,TA/TO,0,0,0,A,0,15,NA,0,Transient-Party,85,0,0
1,2016,April,0,3,Online TA,TA/TO,0,0,0,F,0,242,NA,0,Transient,95,0,1
2,2016,February,1,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,50.4,0,3
1,2016,January,2,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,0
1,2016,December,1,1,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,53.86,1,1
1,2015,August,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,127,NA,0,Transient,138,0,0
1,2015,December,0,1,Corporate,Corporate,0,0,0,A,1,NA,NA,0,Transient,38,0,0
1,2015,August,2,1,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,149.4,0,1
2,2015,July,3,6,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,154,0,1
1,2016,October,0,2,Direct,Direct,0,0,0,E,0,250,NA,0,Transient,96,1,0
1,2015,December,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,32.4,0,3
2,2015,July,0,2,Online TA,TA/TO,0,1,0,A,0,240,NA,0,Transient,123,0,1
2,2016,December,2,1,Direct,Direct,0,0,0,E,1,250,NA,0,Transient,104.73,0,0
1,2016,March,2,1,Offline TA/TO,TA/TO,0,0,0,A,0,26,NA,0,Transient,53.2,0,0
2,2016,June,0,3,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient-Party,92,0,0
1,2015,September,0,5,Offline TA/TO,TA/TO,0,0,0,A,0,142,NA,0,Contract,50.15,0,0
1,2016,November,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,1,3
1,2016,March,1,5,Groups,TA/TO,0,0,0,A,1,38,NA,0,Transient-Party,48.7,0,0
2,2016,May,0,3,Online TA,TA/TO,0,1,0,A,0,240,NA,0,Transient,52.2,0,2
2,2016,September,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,72.9,0,2
1,2016,September,4,10,Offline TA/TO,TA/TO,0,0,0,E,0,40,NA,0,Contract,78.5,0,3
1,2016,June,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,243,NA,0,Contract,77.85,0,0
1,2015,November,2,7,Corporate,Corporate,0,0,0,E,2,185,281,0,Transient-Party,58.2,1,0
1,2016,September,0,1,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient,175,0,0
1,2016,May,2,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,75.83,0,1
1,2016,January,0,1,Direct,Direct,0,0,0,F,0,NA,NA,0,Transient,61,0,1
1,2016,November,2,5,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,47.24,1,1
2,2015,October,1,2,Groups,TA/TO,0,1,0,A,0,68,NA,0,Transient,81,0,0
1,2015,September,1,0,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,123,0,0
1,2016,June,2,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,138,0,1
2,2016,January,12,30,Offline TA/TO,TA/TO,0,0,0,A,0,8,NA,0,Transient,22.11,0,0
2,2016,December,2,7,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,88.4,0,0
1,2016,October,1,0,Direct,Direct,0,0,0,A,1,250,NA,0,Transient,37.8,0,0
2,2016,June,1,2,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,95.4,0,1
1,2015,September,1,1,Offline TA/TO,TA/TO,0,0,0,A,0,248,NA,0,Transient-Party,80,0,0
2,2015,December,0,4,Online TA,TA/TO,0,1,0,D,0,240,NA,0,Transient,99,0,0
1,2015,August,2,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,119,0,1
1,2016,January,0,1,Corporate,Corporate,1,0,1,E,0,NA,144,0,Transient,0,1,0
2,2016,September,2,5,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,155,0,0
1,2016,May,0,1,Online TA,TA/TO,0,0,0,D,0,314,NA,0,Transient-Party,75.2,0,0
2,2016,February,2,1,Groups,Direct,0,0,0,D,0,NA,NA,0,Transient-Party,73.33,0,0
1,2016,October,0,1,Groups,TA/TO,0,0,0,A,0,368,NA,0,Transient-Party,72,0,0
1,2015,July,2,3,Direct,Direct,0,0,0,C,1,250,NA,0,Transient,165,1,3
1,2015,August,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,156,NA,0,Contract,75.53,0,0
1,2016,July,0,3,Direct,Direct,0,0,1,A,0,NA,NA,0,Transient,152.1,0,0
1,2016,November,0,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,65,0,1
1,2015,October,2,6,Offline TA/TO,TA/TO,0,0,0,A,0,26,NA,0,Contract,39.1,0,0
1,2016,February,2,4,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,61.5,1,2
1,2015,August,2,3,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,132.44,0,2
1,2015,December,0,1,Corporate,Corporate,0,0,0,A,0,NA,NA,0,Transient-Party,43,0,1
2,2016,December,2,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,52.33,0,0
2,2016,April,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,65,0,0
1,2015,November,2,8,Corporate,Corporate,0,0,0,A,4,185,281,0,Transient-Party,37.6,0,0
1,2016,August,1,0,Offline TA/TO,TA/TO,0,0,0,D,0,36,NA,0,Transient,139.99,0,0
2,2016,April,4,10,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,79.2,0,2
1,2016,July,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,174,0,1
1,2016,October,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,85,1,1
2,2016,May,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,82,0,0
1,2015,November,2,5,Corporate,Corporate,0,0,0,A,1,185,281,0,Transient-Party,36,0,0
2,2015,October,2,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,34.43,0,2
2,2016,October,0,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,90,0,2
