LeadTime,ArrivalDateYear,StaysInWeekendNights,StaysInWeekNights,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,BookingChanges,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests
21,2016,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,54,0,0
11,2016,0,4,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,102,1,0
25,2017,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,3
24,2015,3,10,Corporate,Corporate,0,0,0,A,6,328,281,0,Transient,40,0,0
140,2016,0,2,Groups,TA/TO,0,0,0,A,0,NA,NA,0,Transient,50,0,0
263,2016,3,7,Online TA,TA/TO,0,0,0,F,0,241,NA,0,Transient,92.09,0,2
255,2016,2,5,Offline TA/TO,TA/TO,0,0,0,D,1,143,NA,0,Transient,74.9,0,1
214,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,1,156,NA,0,Transient,80.57,0,1
100,2017,2,2,Direct,Direct,0,0,0,E,0,250,NA,0,Transient,132.5,0,1
14,2016,2,5,Offline TA/TO,TA/TO,0,0,0,E,0,15,NA,0,Transient,208.48,0,0
9,2016,1,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,71,1,1
40,2015,0,4,Corporate,Corporate,0,0,0,A,0,281,NA,0,Transient-Party,40,0,0
287,2015,1,3,Groups,Corporate,0,0,0,A,0,NA,223,0,Transient-Party,44.5,0,0
21,2015,4,10,Direct,Direct,0,0,0,E,1,NA,NA,0,Transient,160,0,0
50,2016,2,1,Direct,Direct,0,0,0,E,0,250,NA,0,Transient,209.1,1,0
238,2017,0,2,Groups,TA/TO,0,0,0,A,0,155,NA,0,Transient,54,0,0
5,2016,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,106,0,2
9,2017,0,1,Corporate,Corporate,0,0,2,A,0,NA,135,0,Transient,35,1,0
157,2016,1,2,Offline TA/TO,TA/TO,0,0,0,E,0,8,NA,0,Transient,121,0,0
258,2016,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Transient,68.54,0,2
74,2016,2,5,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient-Party,160,0,2
25,2017,2,3,Online TA,TA/TO,0,0,0,D,0,242,NA,0,Transient-Party,273.56,0,3
1,2016,1,3,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,55.11,0,1
0,2016,0,1,Corporate,Corporate,1,0,3,A,0,NA,355,0,Transient,50,0,0
4,2016,1,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,65,0,2
1,2016,0,0,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,0,0,0
82,2017,0,4,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,43.5,0,2
0,2015,1,0,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,53,0,0
30,2016,0,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,189,0,1
19,2016,4,10,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,41.04,0,1
10,2016,1,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,60,0,2
58,2017,2,3,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,128,0,0
31,2017,2,4,Groups,TA/TO,0,0,0,A,0,298,NA,0,Transient-Party,93,0,0
59,2016,0,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,89,0,1
220,2017,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,54,0,1
129,2017,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,40,NA,0,Contract,40.95,0,0
103,2016,2,2,Offline TA/TO,TA/TO,0,0,0,D,0,243,NA,0,Contract,55,0,0
195,2017,4,6,Groups,TA/TO,0,0,0,D,0,273,NA,0,Transient-Party,62.28,0,0
23,2017,2,1,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,168,0,1
77,2015,2,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,194.14,0,0
1,2017,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,330,NA,0,Transient-Party,50,0,1
1,2015,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,36,0,1
127,2015,0,5,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,192.6,1,0
229,2017,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,60,0,2
9,2016,1,0,Groups,TA/TO,0,0,0,A,0,NA,NA,0,Transient-Party,70,0,0
385,2016,1,4,Groups,Corporate,0,0,0,A,1,NA,NA,0,Transient-Party,55,2,0
5,2017,2,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,88,1,0
352,2015,1,3,Direct,Direct,0,0,0,A,0,NA,NA,0,Group,0,0,0
86,2016,0,1,Offline TA/TO,TA/TO,0,0,0,D,0,251,NA,0,Transient-Party,59,0,1
221,2017,2,5,Groups,TA/TO,0,0,0,D,0,NA,NA,0,Transient-Party,83.43,0,0
7,2016,0,1,Online TA,TA/TO,0,0,0,A,0,314,NA,0,Transient,140,0,0
0,2015,0,2,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,106,0,1
109,2015,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,74.93,0,0
61,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,464,NA,0,Transient,77.14,0,0
32,2016,2,5,Groups,Direct,0,0,0,D,0,273,NA,0,Transient-Party,69.36,0,0
269,2016,4,10,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,64.64,0,2
164,2017,1,4,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,218,0,0
28,2017,0,4,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,50,0,0
9,2016,1,0,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient-Party,189,0,0
129,2015,2,5,Direct,Direct,0,0,0,C,1,250,NA,0,Transient,225.08,1,2
166,2017,4,10,Offline TA/TO,TA/TO,0,0,0,A,0,40,NA,0,Contract,78.95,0,0
349,2017,2,4,Direct,Direct,0,0,0,C,2,250,NA,0,Transient,178.75,0,0
5,2016,0,1,Corporate,Corporate,0,0,0,A,0,NA,94,0,Transient,27,1,0
169,2016,2,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,50.4,0,1
23,2017,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,154,1,1
19,2017,1,5,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,125.5,1,2
24,2017,0,2,Offline TA/TO,TA/TO,0,0,0,A,0,8,NA,0,Transient,66,1,0
159,2016,2,2,Online TA,TA/TO,0,1,0,F,0,242,NA,0,Transient,88.2,0,0
239,2015,1,1,Offline TA/TO,TA/TO,0,0,0,A,0,248,NA,0,Transient-Party,0,0,0
167,2016,2,2,Offline TA/TO,TA/TO,0,0,0,A,1,96,NA,0,Transient-Party,100.8,0,1
197,2016,0,3,Online TA,TA/TO,0,0,0,F,2,242,NA,0,Transient,192.66,1,2
206,2016,2,5,Online TA,TA/TO,0,0,0,D,3,240,NA,0,Transient,55.25,0,1
188,2017,2,8,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,169,0,1
21,2016,0,2,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,50,0,1
205,2017,0,2,Online TA,TA/TO,0,0,0,D,3,240,NA,0,Transient,210,0,3
38,2017,1,3,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,199.12,0,1
24,2015,1,2,Direct,Direct,0,0,0,F,0,NA,NA,0,Transient,209,0,2
169,2016,0,3,Groups,Direct,0,0,0,A,1,NA,223,0,Transient-Party,72,1,0
1,2015,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,26,0,0
1,2016,0,1,Offline TA/TO,TA/TO,0,0,0,D,0,431,NA,0,Transient,156.4,0,0
2,2017,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,196.25,0,2
22,2016,1,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,191,0,1
112,2017,0,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,230,0,0
30,2016,2,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,65,0,1
182,2017,1,3,Direct,Direct,0,0,0,G,0,NA,NA,0,Transient,275.6,0,1
6,2017,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,83.67,0,0
103,2017,1,3,Online TA,TA/TO,0,0,0,E,0,242,NA,0,Transient,243.16,0,1
40,2016,1,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,226,0,0
222,2016,2,5,Direct,Direct,0,0,0,E,3,250,NA,0,Transient,93.5,0,0
16,2017,1,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,60,0,1
80,2017,1,1,Online TA,TA/TO,0,0,0,G,1,240,NA,0,Transient,152,1,2
0,2017,0,1,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,78,0,1
26,2017,1,3,Online TA,TA/TO,0,0,0,D,1,240,NA,0,Transient,68,0,1
148,2015,0,1,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient,47,0,0
182,2015,2,6,Online TA,TA/TO,0,2,0,A,0,240,NA,0,Transient,112,0,1
76,2017,2,1,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,86.2,1,0
1,2015,2,5,Online TA,TA/TO,0,0,0,D,0,241,NA,0,Transient,41.48,0,0
1,2017,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,219,1,1
0,2015,2,1,Online TA,TA/TO,0,0,0,E,1,240,NA,0,Transient,69,0,1
1,2016,0,1,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,92,1,0
0,2016,0,1,Corporate,Corporate,1,0,1,A,0,NA,401,0,Transient,45,0,0
5,2016,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,56,0,2
0,2015,1,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,40,0,0
4,2015,1,2,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,47.12,0,0
41,2017,2,3,Online TA,TA/TO,0,0,0,A,0,314,NA,0,Transient,38.4,0,1
3,2015,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,90.9,1,0
153,2015,2,5,Direct,Direct,0,0,0,A,1,250,NA,0,Transient,134,0,1
128,2017,0,2,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,169,1,2
14,2016,3,6,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,86.22,0,1
219,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,310,NA,0,Transient,52,0,0
90,2017,2,4,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,157,1,1
241,2017,2,4,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,41.58,0,1
47,2017,0,1,Online TA,Direct,1,0,2,A,0,NA,NA,0,Transient,230,0,1
5,2015,1,5,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,39.99,0,1
6,2017,0,2,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,95,0,0
53,2017,2,3,Online TA,TA/TO,0,0,0,E,2,240,NA,0,Transient,72.4,0,2
65,2017,2,6,Online TA,TA/TO,0,0,0,D,1,468,NA,0,Transient-Party,82,0,0
5,2016,1,3,Groups,Corporate,0,0,0,A,0,NA,174,0,Transient-Party,68,0,0
300,2017,2,5,Offline TA/TO,TA/TO,0,0,0,E,0,40,NA,0,Transient,85.7,0,1
0,2017,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,44,0,0
238,2017,2,5,Online TA,TA/TO,0,0,0,A,2,240,NA,0,Transient,68,1,2
24,2016,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,75,0,2
268,2016,2,5,Online TA,TA/TO,0,0,0,A,1,241,NA,0,Transient,55.44,0,1
109,2016,2,5,Offline TA/TO,TA/TO,0,0,0,D,1,71,NA,0,Transient,72.5,0,2
37,2015,2,3,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,146.95,0,2
182,2016,1,4,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,154.3,0,3
183,2015,2,6,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,123,0,1
0,2015,0,2,Direct,Direct,0,0,0,A,1,NA,NA,0,Transient,66,1,0
4,2016,1,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,0
35,2016,1,2,Corporate,Corporate,0,0,0,A,2,NA,369,0,Transient,58,0,0
51,2016,0,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,129,0,1
1,2017,0,2,Direct,TA/TO,0,0,0,D,1,NA,NA,0,Transient,62,1,0
11,2016,1,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,68,0,1
203,2017,0,2,Groups,TA/TO,0,0,0,A,0,NA,NA,0,Transient-Party,90,0,0
11,2017,2,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,117,0,1
0,2016,0,0,Online TA,TA/TO,1,0,0,F,0,241,NA,0,Transient,0,0,2
171,2015,3,6,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,210,0,1
24,2017,2,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,264,1,4
90,2015,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,5,NA,0,Transient-Party,117.22,1,2
61,2015,2,4,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,161,0,3
59,2016,0,2,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,30.6,0,0
4,2017,0,1,Groups,TA/TO,0,0,0,A,0,168,NA,0,Transient-Party,68,0,0
9,2017,1,0,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,34,0,0
55,2016,1,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,89,0,2
28,2015,1,1,Direct,Direct,0,0,0,G,0,NA,NA,0,Transient,104,1,0
5,2017,0,2,Online TA,TA/TO,0,0,0,E,1,240,NA,0,Transient,284,1,1
313,2017,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,59.79,0,1
314,2017,2,6,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,101.7,0,2
0,2016,1,1,Direct,Direct,0,0,0,F,0,NA,NA,0,Transient,65,0,0
52,2016,1,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,90,0,1
278,2017,4,6,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,111.15,0,2
143,2015,1,3,Offline TA/TO,TA/TO,0,0,0,A,0,26,NA,0,Contract,58.23,0,1
0,2016,0,1,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient,109,0,0
11,2016,0,1,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,68.03,0,1
96,2015,2,4,Offline TA/TO,TA/TO,0,0,0,A,0,5,NA,0,Transient,119.7,0,2
214,2015,1,1,Offline TA/TO,TA/TO,0,1,0,A,0,208,NA,0,Transient,34,0,0
2,2017,1,0,Direct,TA/TO,0,0,0,E,0,NA,NA,0,Transient,92,0,1
26,2017,0,5,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient-Party,80,0,0
3,2016,0,1,Direct,Direct,0,0,0,A,0,NA,377,0,Transient,45,0,0
0,2016,0,1,Corporate,Corporate,1,1,4,A,0,NA,113,0,Transient,65,0,0
164,2017,2,5,Direct,Direct,0,0,0,D,1,NA,NA,0,Transient,121.43,1,1
145,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,1,315,NA,0,Transient,51.85,0,2
143,2016,3,7,Groups,TA/TO,0,0,0,E,0,15,NA,0,Transient-Party,83,0,0
3,2015,0,3,Direct,Direct,0,0,0,F,0,242,NA,0,Transient,110.2,1,1
94,2016,1,5,Direct,Direct,0,0,0,F,2,250,NA,0,Transient,188.4,0,2
138,2017,0,3,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,41.58,0,2
69,2017,2,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,52,0,1
3,2016,2,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,90,0,2
283,2015,2,5,Groups,Direct,0,0,0,D,0,273,NA,0,Transient-Party,67.31,0,0
26,2016,1,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,219,0,0
102,2016,2,6,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,207.25,0,0
248,2017,0,2,Offline TA/TO,TA/TO,0,0,0,D,2,NA,NA,0,Transient-Party,131.25,0,1
203,2016,2,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,0
4,2016,0,4,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,82,0,1
219,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,310,NA,0,Transient,52,0,0
2,2016,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,176,0,1
100,2016,2,6,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,241,0,0
36,2015,0,2,Groups,TA/TO,0,0,0,A,0,38,NA,0,Transient-Party,64,0,0
98,2016,2,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,199.6,0,1
101,2015,2,5,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,219.43,0,2
213,2017,2,8,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,165.15,0,2
81,2016,2,0,Groups,Corporate,0,0,0,D,0,NA,NA,0,Transient-Party,73,1,0
214,2015,1,1,Offline TA/TO,TA/TO,0,1,0,A,0,208,NA,0,Transient,34,0,0
286,2017,1,3,Offline TA/TO,TA/TO,0,0,0,A,1,243,NA,0,Contract,78.95,0,1
542,2016,2,5,Groups,TA/TO,0,0,0,A,0,253,NA,0,Transient-Party,69.71,0,0
27,2017,2,5,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,235.95,0,1
5,2016,0,2,Corporate,Corporate,0,0,0,A,0,NA,94,0,Transient,27,0,0
57,2016,0,2,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,102,1,1
240,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,2,143,NA,0,Contract,77.65,0,0
347,2017,3,7,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,232,0,0
52,2015,1,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,173,0,0
236,2016,2,5,Offline TA/TO,TA/TO,0,0,0,E,0,253,NA,0,Transient,85.7,0,1
111,2015,0,4,Online TA,TA/TO,0,0,0,D,1,240,NA,0,Transient,154,0,1
116,2016,3,6,Direct,Direct,0,0,0,C,1,250,NA,0,Transient,238.1,0,0
106,2017,2,5,Online TA,TA/TO,0,0,0,D,0,15,NA,0,Transient,225.6,0,0
26,2016,0,1,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,254,0,0
17,2015,1,3,Corporate,Corporate,0,0,0,A,0,NA,154,0,Transient,99.5,0,0
260,2015,2,5,Offline TA/TO,TA/TO,0,1,0,A,0,96,NA,0,Transient,54.99,0,0
22,2016,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,1
228,2017,2,7,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,81,0,2
289,2015,1,2,Groups,TA/TO,0,1,0,A,0,134,NA,0,Transient-Party,69,0,0
7,2016,2,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,126,1,2
211,2016,1,1,Groups,TA/TO,0,0,0,A,0,298,NA,0,Transient-Party,86,0,0
1,2016,0,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,164,1,1
32,2016,0,1,Complementary,Direct,0,0,0,A,1,NA,NA,0,Transient,56,1,0
7,2015,2,7,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,72.49,1,0
22,2016,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,39,1,0
0,2016,1,1,Online TA,TA/TO,0,0,1,A,1,NA,388,0,Transient,30,0,0
32,2017,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,105,0,3
83,2015,3,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,95,0,1
3,2016,1,1,Direct,Direct,0,0,0,A,1,250,NA,0,Transient,81,1,1
542,2016,2,5,Groups,TA/TO,0,0,0,A,0,253,NA,0,Transient-Party,68,0,1
4,2017,2,0,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,34,0,0
14,2016,0,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,80,0,0
317,2016,2,5,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,101,0,3
139,2016,1,4,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,153.42,1,0
3,2016,0,1,Groups,TA/TO,0,0,0,A,0,146,NA,0,Transient-Party,60,1,0
280,2017,1,3,Direct,Direct,0,0,0,D,1,250,NA,0,Transient,140.94,0,0
275,2016,2,5,Groups,Direct,0,0,0,D,0,273,NA,0,Transient-Party,74.45,0,0
162,2017,2,5,Groups,TA/TO,0,0,0,A,0,NA,223,0,Transient-Party,10,0,0
1,2015,0,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,48,0,1
336,2016,1,3,Groups,Direct,0,0,0,A,2,NA,223,0,Transient-Party,60,0,0
40,2015,0,4,Corporate,Corporate,0,0,0,A,0,281,NA,0,Transient-Party,40,0,0
20,2016,1,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,124,0,2
128,2016,0,1,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient-Party,64,0,1
220,2016,2,5,Offline TA/TO,TA/TO,0,0,0,E,1,315,NA,0,Transient,135.3,0,0
14,2016,1,2,Online TA,TA/TO,0,0,0,A,1,196,NA,0,Transient,51.3,0,1
203,2015,0,2,Offline TA/TO,TA/TO,0,1,0,A,0,241,NA,0,Transient,61.65,0,1
15,2015,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,146,0,1
330,2017,3,7,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,74.25,0,0
38,2017,0,1,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,74,0,2
222,2015,1,1,Groups,TA/TO,0,0,0,A,0,68,NA,0,Transient-Party,80,0,0
40,2016,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,129,0,0
178,2016,4,10,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,77.14,0,1
67,2017,1,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,77,1,1
0,2015,0,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,56,0,2
61,2016,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,160,0,0
19,2016,0,3,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,201,1,0
3,2015,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,196,NA,0,Transient,30,0,0
12,2017,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,54,0,1
0,2015,0,1,Online TA,TA/TO,0,0,0,D,1,240,NA,0,Transient,40,0,0
9,2017,2,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,121,0,1
17,2016,0,1,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,80,0,0
78,2015,1,2,Groups,TA/TO,0,0,0,A,0,134,NA,0,Transient,92,0,0
280,2017,2,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,138.38,0,1
87,2016,2,5,Groups,TA/TO,0,0,0,A,0,71,NA,0,Transient,46,0,0
205,2017,2,7,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,180,0,0
5,2016,1,2,Corporate,Corporate,0,0,0,D,0,NA,110,0,Transient,84,0,0
9,2017,0,4,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,193.4,0,1
8,2016,0,1,Corporate,Corporate,0,0,0,A,0,NA,86,0,Transient,38,0,0
0,2017,1,0,Direct,Direct,0,0,0,F,0,NA,NA,0,Transient,85,0,0
125,2017,2,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,276,1,2
133,2016,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,5,NA,0,Transient,68.4,0,1
5,2016,0,1,Corporate,Corporate,1,0,1,A,0,NA,379,0,Transient,40,0,0
195,2017,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,153.75,0,0
386,2016,2,3,Groups,Corporate,0,0,0,A,2,NA,NA,0,Transient-Party,81,0,2
226,2017,2,4,Online TA,TA/TO,0,0,0,C,1,314,NA,0,Transient,220.98,0,1
109,2015,1,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,73.8,0,1
56,2015,1,3,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,134.25,1,0
59,2016,2,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,80,0,1
12,2017,0,1,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,45,0,0
154,2016,2,2,Offline TA/TO,TA/TO,0,0,0,A,0,196,NA,0,Transient,115,0,2
79,2015,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,134,NA,0,Transient,120,0,0
4,2017,0,1,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,55,1,1
42,2016,2,4,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,98.67,0,1
44,2017,2,5,Online TA,TA/TO,0,0,0,A,0,196,NA,0,Transient-Party,262,0,0
25,2016,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,100,0,1
244,2015,2,5,Groups,TA/TO,0,0,0,A,0,96,NA,0,Transient-Party,57,0,0
0,2017,1,0,Direct,Direct,1,0,1,A,0,NA,NA,0,Transient,41,0,0
292,2015,0,2,Offline TA/TO,TA/TO,0,0,0,A,1,208,NA,0,Transient-Party,70,0,0
57,2016,0,3,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,115,0,0
40,2016,1,3,Direct,Direct,0,0,0,E,1,250,NA,0,Transient,125,0,0
63,2015,1,2,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,43.12,0,2
0,2016,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,56,1,0
4,2017,0,1,Offline TA/TO,TA/TO,0,0,0,D,0,171,NA,0,Transient,68,0,0
21,2015,0,1,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,61.2,1,2
106,2017,2,0,Online TA,TA/TO,0,0,0,C,0,240,NA,0,Transient,211,1,1
145,2017,4,7,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,36.72,0,0
8,2017,2,1,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,324,0,1
18,2016,2,4,Offline TA/TO,TA/TO,0,0,0,E,0,177,NA,0,Transient,68.4,0,0
194,2016,2,5,Offline TA/TO,TA/TO,0,0,0,D,1,430,NA,0,Transient,82.28,0,0
59,2015,2,6,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,111.25,0,2
178,2016,2,5,Offline TA/TO,TA/TO,0,0,0,E,0,314,NA,0,Transient,283.2,0,2
54,2017,2,5,Online TA,TA/TO,0,0,0,A,0,175,NA,0,Transient,57.6,0,0
77,2017,0,3,Offline TA/TO,TA/TO,0,0,0,A,0,NA,NA,0,Transient,198,0,0
0,2016,0,2,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,49.5,0,0
