Movie ID,Title,Genres,Tite
401,Mirage (1995),Action|Thriller,Mirage (1995)
402,Open Season (1996),Comedy,Open Season (1996)
403,Two Crimes (1995),Comedy|Crime|Drama,Two Crimes (1995)
404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,Brother Minister: The Assassination of Malcolm X (1994)
405,Highlander III: The Sorcerer (1994),Action|Sci-Fi,Highlander III: The Sorcerer (1994)
406,Federal Hill (1994),Drama,Federal Hill (1994)
407,In the Mouth of Madness (1995),Horror|Thriller,In the Mouth of Madness (1995)
408,8 Seconds (1994),Drama,8 Seconds (1994)
409,Above the Rim (1994),Drama,Above the Rim (1994)
410,Addams Family Values (1993),Comedy,Addams Family Values (1993)
411,You So Crazy (1994),Comedy,You So Crazy (1994)
412,"Age of Innocence, The (1993)",Drama,Age of Innocence The (1993)
413,Airheads (1994),Comedy,Airheads (1994)
414,"Air Up There, The (1994)",Comedy,Air Up There The (1994)
415,Another Stakeout (1993),Comedy|Thriller,Another Stakeout (1993)
416,Bad Girls (1994),Western,Bad Girls (1994)
417,Barcelona (1994),Comedy|Romance,Barcelona (1994)
418,Being Human (1993),Drama,Being Human (1993)
419,"Beverly Hillbillies, The (1993)",Comedy,Beverly Hillbillies The (1993)
420,Beverly Hills Cop III (1994),Action|Comedy,Beverly Hills Cop III (1994)
421,Black Beauty (1994),Adventure|Children's,Black Beauty (1994)
422,Blink (1994),Thriller,Blink (1994)
423,Blown Away (1994),Action|Thriller,Blown Away (1994)
424,Blue Chips (1994),Drama,Blue Chips (1994)
425,Blue Sky (1994),Drama|Romance,Blue Sky (1994)
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,Body Snatchers (1993)
427,Boxing Helena (1993),Mystery|Romance|Thriller,Boxing Helena (1993)
428,"Bronx Tale, A (1993)",Drama,Bronx Tale A (1993)
429,Cabin Boy (1994),Comedy,Cabin Boy (1994)
430,Calendar Girl (1993),Drama,Calendar Girl (1993)
431,Carlito's Way (1993),Crime|Drama,Carlito's Way (1993)
432,City Slickers II: The Legend of Curly's Gold (1994),Comedy|Western,City Slickers II: The Legend of Curly's Gold (1994)
433,Clean Slate (1994),Comedy,Clean Slate (1994)
434,Cliffhanger (1993),Action|Adventure|Crime,Cliffhanger (1993)
435,Coneheads (1993),Comedy|Sci-Fi,Coneheads (1993)
436,Color of Night (1994),Drama|Thriller,Color of Night (1994)
437,Cops and Robbersons (1994),Comedy,Cops and Robbersons (1994)
438,"Cowboy Way, The (1994)",Action|Comedy,Cowboy Way The (1994)
439,Dangerous Game (1993),Drama,Dangerous Game (1993)
440,Dave (1993),Comedy|Romance,Dave (1993)
441,Dazed and Confused (1993),Comedy,Dazed and Confused (1993)
442,Demolition Man (1993),Action|Sci-Fi,Demolition Man (1993)
443,"Endless Summer 2, The (1994)",Documentary,Endless Summer 2 The (1994)
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,Even Cowgirls Get the Blues (1993)
445,Fatal Instinct (1993),Comedy,Fatal Instinct (1993)
446,Farewell My Concubine (1993),Drama|Romance,Farewell My Concubine (1993)
447,"Favor, The (1994)",Comedy|Romance,Favor The (1994)
448,Fearless (1993),Drama,Fearless (1993)
449,Fear of a Black Hat (1993),Comedy,Fear of a Black Hat (1993)
450,With Honors (1994),Comedy|Drama,With Honors (1994)
451,Flesh and Bone (1993),Drama|Mystery|Romance,Flesh and Bone (1993)
452,Widows' Peak (1994),Drama,Widows' Peak (1994)
453,For Love or Money (1993),Comedy,For Love or Money (1993)
454,"Firm, The (1993)",Drama|Thriller,Firm The (1993)
455,Free Willy (1993),Adventure|Children's|Drama,Free Willy (1993)
456,Fresh (1994),Drama,Fresh (1994)
457,"Fugitive, The (1993)",Action|Thriller,Fugitive The (1993)
458,Geronimo: An American Legend (1993),Drama|Western,Geronimo: An American Legend (1993)
459,"Getaway, The (1994)",Action,Getaway The (1994)
460,Getting Even with Dad (1994),Comedy,Getting Even with Dad (1994)
461,Go Fish (1994),Drama|Romance,Go Fish (1994)
462,"Good Man in Africa, A (1994)",Action|Adventure,Good Man in Africa A (1994)
463,Guilty as Sin (1993),Crime|Drama|Thriller,Guilty as Sin (1993)
464,Hard Target (1993),Action|Adventure|Crime|Thriller,Hard Target (1993)
465,Heaven & Earth (1993),Action|Drama|War,Heaven & Earth (1993)
466,Hot Shots! Part Deux (1993),Action|Comedy|War,Hot Shots! Part Deux (1993)
467,Live Nude Girls (1995),Comedy,Live Nude Girls (1995)
468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance,Englishman Who Went Up a Hill But Came Down a Mountain The (1995)
469,"House of the Spirits, The (1993)",Drama|Romance,House of the Spirits The (1993)
470,House Party 3 (1994),Comedy,House Party 3 (1994)
471,"Hudsucker Proxy, The (1994)",Comedy|Romance,Hudsucker Proxy The (1994)
472,I'll Do Anything (1994),Comedy|Drama,I'll Do Anything (1994)
473,In the Army Now (1994),Comedy|War,In the Army Now (1994)
474,In the Line of Fire (1993),Action|Thriller,In the Line of Fire (1993)
475,In the Name of the Father (1993),Drama,In the Name of the Father (1993)
476,"Inkwell, The (1994)",Comedy|Drama,Inkwell The (1994)
477,What's Love Got to Do with It? (1993),Drama,What's Love Got to Do with It? (1993)
478,Jimmy Hollywood (1994),Comedy,Jimmy Hollywood (1994)
479,Judgment Night (1993),Action,Judgment Night (1993)
480,Jurassic Park (1993),Action|Adventure|Sci-Fi,Jurassic Park (1993)
481,Kalifornia (1993),Drama|Thriller,Kalifornia (1993)
482,Killing Zoe (1994),Thriller,Killing Zoe (1994)
483,King of the Hill (1993),Drama,King of the Hill (1993)
484,Lassie (1994),Adventure|Children's,Lassie (1994)
485,Last Action Hero (1993),Action|Comedy,Last Action Hero (1993)
486,Life with Mikey (1993),Comedy,Life with Mikey (1993)
487,Lightning Jack (1994),Comedy|Western,Lightning Jack (1994)
488,M. Butterfly (1993),Drama,M. Butterfly (1993)
489,Made in America (1993),Comedy,Made in America (1993)
490,Malice (1993),Thriller,Malice (1993)
491,"Man Without a Face, The (1993)",Drama,Man Without a Face The (1993)
492,Manhattan Murder Mystery (1993),Comedy|Mystery,Manhattan Murder Mystery (1993)
493,Menace II Society (1993),Action|Crime|Drama,Menace II Society (1993)
494,Executive Decision (1996),Action|Thriller,Executive Decision (1996)
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,In the Realm of the Senses (Ai no corrida) (1976)
496,What Happened Was... (1994),Comedy|Drama|Romance,What Happened Was... (1994)
497,Much Ado About Nothing (1993),Comedy|Romance,Much Ado About Nothing (1993)
498,Mr. Jones (1993),Drama|Romance,Mr. Jones (1993)
499,Mr. Wonderful (1993),Comedy|Romance,Mr. Wonderful (1993)
500,Mrs. Doubtfire (1993),Comedy,Mrs. Doubtfire (1993)
501,Naked (1993),Drama,Naked (1993)
502,"Next Karate Kid, The (1994)",Action|Children's,Next Karate Kid The (1994)
503,"New Age, The (1994)",Drama,New Age The (1994)
504,No Escape (1994),Action|Sci-Fi,No Escape (1994)
505,North (1994),Comedy,North (1994)
506,Orlando (1993),Drama,Orlando (1993)
507,"Perfect World, A (1993)",Action|Drama,Perfect World A (1993)
508,Philadelphia (1993),Drama,Philadelphia (1993)
509,"Piano, The (1993)",Drama|Romance,Piano The (1993)
510,Poetic Justice (1993),Drama,Poetic Justice (1993)
511,"Program, The (1993)",Action|Drama,Program The (1993)
512,Robert A. Heinlein's The Puppet Masters (1994),Horror|Sci-Fi,Robert A. Heinlein's The Puppet Masters (1994)
513,Radioland Murders (1994),Comedy|Mystery|Romance,Radioland Murders (1994)
514,"Ref, The (1994)",Comedy,Ref The (1994)
515,"Remains of the Day, The (1993)",Drama,Remains of the Day The (1993)
516,Renaissance Man (1994),Comedy|Drama|War,Renaissance Man (1994)
517,Rising Sun (1993),Action|Drama|Mystery,Rising Sun (1993)
518,"Road to Wellville, The (1994)",Comedy,Road to Wellville The (1994)
519,Robocop 3 (1993),Sci-Fi|Thriller,Robocop 3 (1993)
520,Robin Hood: Men in Tights (1993),Comedy,Robin Hood: Men in Tights (1993)
521,Romeo Is Bleeding (1993),Crime|Thriller,Romeo Is Bleeding (1993)
522,Romper Stomper (1992),Action|Drama,Romper Stomper (1992)
523,Ruby in Paradise (1993),Drama,Ruby in Paradise (1993)
524,Rudy (1993),Drama,Rudy (1993)
525,"Saint of Fort Washington, The (1993)",Drama,Saint of Fort Washington The (1993)
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,Savage Nights (Nuits fauves Les) (1992)
527,Schindler's List (1993),Drama|War,Schindler's List (1993)
528,"Scout, The (1994)",Drama,Scout The (1994)
529,Searching for Bobby Fischer (1993),Drama,Searching for Bobby Fischer (1993)
530,Second Best (1994),Drama,Second Best (1994)
531,"Secret Garden, The (1993)",Children's|Drama,Secret Garden The (1993)
532,Serial Mom (1994),Comedy|Crime|Horror,Serial Mom (1994)
533,"Shadow, The (1994)",Action,Shadow The (1994)
534,Shadowlands (1993),Drama|Romance,Shadowlands (1993)
535,Short Cuts (1993),Drama,Short Cuts (1993)
536,"Simple Twist of Fate, A (1994)",Drama,Simple Twist of Fate A (1994)
537,Sirens (1994),Comedy|Drama,Sirens (1994)
538,Six Degrees of Separation (1993),Drama,Six Degrees of Separation (1993)
539,Sleepless in Seattle (1993),Comedy|Romance,Sleepless in Seattle (1993)
540,Sliver (1993),Thriller,Sliver (1993)
541,Blade Runner (1982),Film-Noir|Sci-Fi,Blade Runner (1982)
542,Son in Law (1993),Comedy,Son in Law (1993)
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,So I Married an Axe Murderer (1993)
544,Striking Distance (1993),Action,Striking Distance (1993)
545,Harlem (1993),Drama,Harlem (1993)
546,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,Super Mario Bros. (1993)
547,Surviving the Game (1994),Action|Adventure|Thriller,Surviving the Game (1994)
548,Terminal Velocity (1994),Action,Terminal Velocity (1994)
549,Thirty-Two Short Films About Glenn Gould (1993),Documentary,Thirty-Two Short Films About Glenn Gould (1993)
550,Threesome (1994),Comedy|Romance,Threesome (1994)
551,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical,Nightmare Before Christmas The (1993)
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy,Three Musketeers The (1993)
553,Tombstone (1993),Western,Tombstone (1993)
554,Trial by Jury (1994),Thriller,Trial by Jury (1994)
555,True Romance (1993),Action|Crime|Romance,True Romance (1993)
556,"War Room, The (1993)",Documentary,War Room The (1993)
557,Mamma Roma (1962),Drama,Mamma Roma (1962)
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children's|Fantasy,Pagemaster The (1994)
559,"Paris, France (1993)",Comedy,Paris France (1993)
560,"Beans of Egypt, Maine, The (1994)",Drama,Beans of Egypt Maine The (1994)
561,Killer (Bulletproof Heart) (1994),Thriller,Killer (Bulletproof Heart) (1994)
562,Welcome to the Dollhouse (1995),Comedy|Drama,Welcome to the Dollhouse (1995)
563,Germinal (1993),Drama,Germinal (1993)
564,Chasers (1994),Comedy,Chasers (1994)
565,Cronos (1992),Horror,Cronos (1992)
566,Naked in New York (1994),Comedy|Romance,Naked in New York (1994)
567,Kika (1993),Drama,Kika (1993)
568,Bhaji on the Beach (1993),Comedy|Drama,Bhaji on the Beach (1993)
569,Little Big League (1994),Children's|Comedy,Little Big League (1994)
570,"Slingshot, The (Kådisbellan ) (1993)",Comedy|Drama,Slingshot The (Kådisbellan ) (1993)
571,"Wedding Gift, The (1994)",Drama,Wedding Gift The (1994)
572,Foreign Student (1994),Drama,Foreign Student (1994)
573,"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",Drama,Ciao Professore! (Io speriamo che me la cavo ) (1993)
574,Spanking the Monkey (1994),Comedy|Drama,Spanking the Monkey (1994)
575,"Little Rascals, The (1994)",Children's|Comedy,Little Rascals The (1994)
576,Fausto (1993),Comedy,Fausto (1993)
577,Andre (1994),Adventure|Children's,Andre (1994)
578,"Hour of the Pig, The (1993)",Drama|Mystery,Hour of the Pig The (1993)
579,"Scorta, La (1993)",Thriller,Scorta La (1993)
580,Princess Caraboo (1994),Drama,Princess Caraboo (1994)
581,"Celluloid Closet, The (1995)",Documentary,Celluloid Closet The (1995)
582,Metisse (Café au Lait) (1993),Comedy,Metisse (Café au Lait) (1993)
583,Dear Diary (Caro Diario) (1994),Comedy|Drama,Dear Diary (Caro Diario) (1994)
584,I Don't Want to Talk About It (De eso no se habla) (1993),Drama,I Don't Want to Talk About It (De eso no se habla) (1993)
585,"Brady Bunch Movie, The (1995)",Comedy,Brady Bunch Movie The (1995)
586,Home Alone (1990),Children's|Comedy,Home Alone (1990)
587,Ghost (1990),Comedy|Romance|Thriller,Ghost (1990)
588,Aladdin (1992),Animation|Children's|Comedy|Musical,Aladdin (1992)
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,Terminator 2: Judgment Day (1991)
590,Dances with Wolves (1990),Adventure|Drama|Western,Dances with Wolves (1990)
591,Tough and Deadly (1995),Action|Drama|Thriller,Tough and Deadly (1995)
592,Batman (1989),Action|Adventure|Crime|Drama,Batman (1989)
593,"Silence of the Lambs, The (1991)",Drama|Thriller,Silence of the Lambs The (1991)
594,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical,Snow White and the Seven Dwarfs (1937)
595,Beauty and the Beast (1991),Animation|Children's|Musical,Beauty and the Beast (1991)
596,Pinocchio (1940),Animation|Children's,Pinocchio (1940)
597,Pretty Woman (1990),Comedy|Romance,Pretty Woman (1990)
598,Window to Paris (1994),Comedy,Window to Paris (1994)
599,"Wild Bunch, The (1969)",Western,Wild Bunch The (1969)
600,Love and a .45 (1994),Thriller,Love and a .45 (1994)
601,"Wooden Man's Bride, The (Wu Kui) (1994)",Drama,Wooden Man's Bride The (Wu Kui) (1994)
602,"Great Day in Harlem, A (1994)",Documentary,Great Day in Harlem A (1994)
603,"Bye Bye, Love (1995)",Comedy,Bye Bye Love (1995)
604,Criminals (1996),Documentary,Criminals (1996)
605,One Fine Day (1996),Drama|Romance,One Fine Day (1996)
606,Candyman: Farewell to the Flesh (1995),Horror,Candyman: Farewell to the Flesh (1995)
607,Century (1993),Drama,Century (1993)
608,Fargo (1996),Crime|Drama|Thriller,Fargo (1996)
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children's,Homeward Bound II: Lost in San Francisco (1996)
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,Heavy Metal (1981)
611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,Hellraiser: Bloodline (1996)
612,"Pallbearer, The (1996)",Comedy,Pallbearer The (1996)
613,Jane Eyre (1996),Drama|Romance,Jane Eyre (1996)
614,Loaded (1994),Drama|Thriller,Loaded (1994)
615,Bread and Chocolate (Pane e cioccolata) (1973),Drama,Bread and Chocolate (Pane e cioccolata) (1973)
616,"Aristocats, The (1970)",Animation|Children's,Aristocats The (1970)
617,"Flower of My Secret, The (La Flor de Mi Secreto) (1995)",Drama,Flower of My Secret The (La Flor de Mi Secreto) (1995)
618,Two Much (1996),Comedy|Romance,Two Much (1996)
619,Ed (1996),Comedy,Ed (1996)
620,Scream of Stone (Schrei aus Stein) (1991),Drama,Scream of Stone (Schrei aus Stein) (1991)
621,My Favorite Season (1993),Drama,My Favorite Season (1993)
623,"Modern Affair, A (1995)",Romance,Modern Affair A (1995)
624,Condition Red (1995),Action|Drama|Thriller,Condition Red (1995)
625,Asfour Stah (1990),Drama,Asfour Stah (1990)
626,"Thin Line Between Love and Hate, A (1996)",Comedy,Thin Line Between Love and Hate A (1996)
627,"Last Supper, The (1995)",Drama|Thriller,Last Supper The (1995)
628,Primal Fear (1996),Drama|Thriller,Primal Fear (1996)
629,Rude (1995),Drama,Rude (1995)
630,Carried Away (1996),Drama|Romance,Carried Away (1996)
631,All Dogs Go to Heaven 2 (1996),Animation|Children's|Musical,All Dogs Go to Heaven 2 (1996)
632,Land and Freedom (Tierra y libertad) (1995),War,Land and Freedom (Tierra y libertad) (1995)
633,Denise Calls Up (1995),Comedy,Denise Calls Up (1995)
634,Theodore Rex (1995),Comedy,Theodore Rex (1995)
635,"Family Thing, A (1996)",Comedy|Drama,Family Thing A (1996)
636,Frisk (1995),Drama,Frisk (1995)
637,Sgt. Bilko (1996),Comedy,Sgt. Bilko (1996)
638,Jack and Sarah (1995),Romance,Jack and Sarah (1995)
639,Girl 6 (1996),Comedy,Girl 6 (1996)
640,Diabolique (1996),Drama|Thriller,Diabolique (1996)
641,"Little Indian, Big City (Un indien dans la ville) (1994)",Comedy,Little Indian Big City (Un indien dans la ville) (1994)
642,Roula (1995),Drama,Roula (1995)
643,Peanuts - Die Bank zahlt alles (1996),Comedy,Peanuts - Die Bank zahlt alles (1996)
644,Happy Weekend (1996),Comedy,Happy Weekend (1996)
645,Nelly & Monsieur Arnaud (1995),Drama,Nelly & Monsieur Arnaud (1995)
647,Courage Under Fire (1996),Drama|War,Courage Under Fire (1996)
648,Mission: Impossible (1996),Action|Adventure|Mystery,Mission: Impossible (1996)
649,Cold Fever (Á köldum klaka) (1994),Comedy|Drama,Cold Fever (Á köldum klaka) (1994)
650,Moll Flanders (1996),Drama,Moll Flanders (1996)
651,"Superweib, Das (1996)",Comedy,Superweib Das (1996)
652,"301, 302 (1995)",Mystery,301 302 (1995)
653,Dragonheart (1996),Action|Adventure|Fantasy,Dragonheart (1996)
654,Und keiner weint mir nach (1996),Drama|Romance,Und keiner weint mir nach (1996)
655,Mutters Courage (1995),Comedy,Mutters Courage (1995)
656,Eddie (1996),Comedy,Eddie (1996)
657,Yankee Zulu (1994),Comedy|Drama,Yankee Zulu (1994)
658,Billy's Holiday (1995),Drama,Billy's Holiday (1995)
659,Purple Noon (1960),Crime|Thriller,Purple Noon (1960)
660,August (1996),Drama,August (1996)
661,James and the Giant Peach (1996),Animation|Children's|Musical,James and the Giant Peach (1996)
662,Fear (1996),Thriller,Fear (1996)
663,Kids in the Hall: Brain Candy (1996),Comedy,Kids in the Hall: Brain Candy (1996)
664,Faithful (1996),Comedy,Faithful (1996)
665,Underground (1995),War,Underground (1995)
666,All Things Fair (1996),Drama,All Things Fair (1996)
667,Bloodsport 2 (1995),Action,Bloodsport 2 (1995)
668,Pather Panchali (1955),Drama,Pather Panchali (1955)
669,Aparajito (1956),Drama,Aparajito (1956)
670,"World of Apu, The (Apur Sansar) (1959)",Drama,World of Apu The (Apur Sansar) (1959)
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,Mystery Science Theater 3000: The Movie (1996)
672,Tarantella (1995),Drama,Tarantella (1995)
673,Space Jam (1996),Adventure|Animation|Children's|Comedy|Fantasy,Space Jam (1996)
674,Barbarella (1968),Adventure|Sci-Fi,Barbarella (1968)
675,Hostile Intentions (1994),Action|Drama|Thriller,Hostile Intentions (1994)
676,They Bite (1996),Drama,They Bite (1996)
678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,Some Folks Call It a Sling Blade (1993)
679,"Run of the Country, The (1995)",Drama,Run of the Country The (1995)
680,Alphaville (1965),Sci-Fi,Alphaville (1965)
681,Clean Slate (Coup de Torchon) (1981),Crime,Clean Slate (Coup de Torchon) (1981)
682,Tigrero: A Film That Was Never Made (1994),Documentary|Drama,Tigrero: A Film That Was Never Made (1994)
683,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",Documentary,Eye of Vichy The (Oeil de Vichy L') (1993)
684,Windows (1980),Drama,Windows (1980)
685,It's My Party (1995),Drama,It's My Party (1995)
687,Country Life (1994),Drama|Romance,Country Life (1994)
688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,Operation Dumbo Drop (1995)
690,"Promise, The (Versprechen, Das) (1994)",Romance,Promise The (Versprechen Das) (1994)
691,Mrs. Winterbourne (1996),Comedy|Romance,Mrs. Winterbourne (1996)
692,Solo (1996),Action|Sci-Fi|Thriller,Solo (1996)
693,Under the Domin Tree (Etz Hadomim Tafus) (1994),Drama,Under the Domin Tree (Etz Hadomim Tafus) (1994)
